place_name,full_url,service_name,service_attribue
Pôle d'évaluation pour mineurs isolés étrangers (PEMIE),'https://soliguide.fr/fr/fiche/pole-evaluation-pour-mineurs-isoles-etrangers-pemie-bobigny-11480',Conseil administratif,Accompagnement social
Espace Mikado,'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482',Activités diverses,Accueil de jour
Espace Mikado,'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482',Cours de français,Aucun service adapté
Espace Mikado,'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482',Activités diverses,Garde d’enfants
Espace Mikado,'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482',Psychologie,Conseil aux parents
Espace Mikado,'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482',Activités diverses,Conseil administratif
Service social du CROUS de Créteil - Antenne de Saint Denis,'https://soliguide.fr/fr/fiche/service-social-du-crous-de-creteil-antenne-de-saint-denis-11504',Accompagnement social,
Service social du CROUS de Créteil - Antenne de Saint Denis,'https://soliguide.fr/fr/fiche/service-social-du-crous-de-creteil-antenne-de-saint-denis-11504',Psychologie,
Epiceas Epicerie Aubervilliers Solidarité - Réseau Andes,'https://soliguide.fr/fr/fiche/epiceas-epicerie-aubervilliers-solidarite-11582',Activités diverses,
Epiceas Epicerie Aubervilliers Solidarité - Réseau Andes,'https://soliguide.fr/fr/fiche/epiceas-epicerie-aubervilliers-solidarite-11582',Écrivain public,Produits d'hygiène
Association pour le logement des jeunes (ALJ),'https://soliguide.fr/fr/fiche/association-logement-jeune-alj-la-courneuve-11588',Hébergement à long terme,Conseil logement
Casiers Solidaires - Rue de Paris,'https://soliguide.fr/fr/fiche/casiers-solidaires-rue-de-paris-montreuil-11597',Accompagnement social,
Action sociale Mazone,'https://soliguide.fr/fr/fiche/action-sociale-mazone-stains-11620',Colis alimentaire,Épicerie sociale et solidaire
Action sociale Mazone,'https://soliguide.fr/fr/fiche/action-sociale-mazone-stains-11620',Magasin solidaire,Boutique Solidaire
Action sociale Mazone,'https://soliguide.fr/fr/fiche/action-sociale-mazone-stains-11620',Activités diverses,Conseil logement
Mission Locale CODE - antenne de L'Île-Saint-Denis,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-ile-saint-denis-11717',Accompagnement social,
Mission Locale CODE - antenne de L'Île-Saint-Denis,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-ile-saint-denis-11717',Accompagnement à l'emploi,
Epicerie Solidaire - Association Aurore,'https://soliguide.fr/fr/fiche/epicerie-solidaire-aurore-montreuil-11844',Épicerie sociale et solidaire,
Epicerie Solidaire - Association Aurore,'https://soliguide.fr/fr/fiche/epicerie-solidaire-aurore-montreuil-11844',Point d'information,Conseil administratif
Epicerie Solidaire - Association Aurore,'https://soliguide.fr/fr/fiche/epicerie-solidaire-aurore-montreuil-11844',Accompagnement à l'emploi,Insertion par l’Activité Économique
Epicerie Solidaire - Association Aurore,'https://soliguide.fr/fr/fiche/epicerie-solidaire-aurore-montreuil-11844',Atelier numérique,
Villepinte dans la Maison,'https://soliguide.fr/fr/fiche/villepinte-dans-la-maison-11942',Colis alimentaire,Épicerie sociale et solidaire
Cap Emploi 93 Aulnay-sous-Bois,'https://soliguide.fr/fr/fiche/cap-emploi-93-aulnay-sous-bois-11986',Accompagnement à l'emploi,
Cap Emploi 93 Pantin,'https://soliguide.fr/fr/fiche/cap-emploi-93-pantin-11988',Accompagnement à l'emploi,
Association Young Charity,'https://soliguide.fr/fr/fiche/association-young-charity-ile-saint-denis-12006',Colis alimentaire,Épicerie sociale et solidaire
Restaurant Le Bocal,'https://soliguide.fr/fr/fiche/restaurant-le-bocal-pierrefitte-sur-seine-12010',Insertion par l'activité économique,
Association Bomoyi Rue Carnot,'https://soliguide.fr/fr/fiche/association-bomoyi-bobigny-12033',Atelier numérique,
Association Bomoyi Rue Carnot,'https://soliguide.fr/fr/fiche/association-bomoyi-bobigny-12033',Accompagnement social,Conseil aux parents
Association Bomoyi Rue Carnot,'https://soliguide.fr/fr/fiche/association-bomoyi-bobigny-12033',Activités diverses,
Association Bomoyi Rue de Rome,'https://soliguide.fr/fr/fiche/association-bomoyi-rue-de-rome-bobigny-12034',Colis alimentaire,Épicerie sociale et solidaire
Emergence 93 - Accueil de jour Pass'R'Ailes,'https://soliguide.fr/fr/fiche/emergence-93-aubervilliers-12053',Accueil de jour,
Emergence 93 - Accueil de jour Pass'R'Ailes,'https://soliguide.fr/fr/fiche/emergence-93-aubervilliers-12053',Douche,
Emergence 93 - Accueil de jour Pass'R'Ailes,'https://soliguide.fr/fr/fiche/emergence-93-aubervilliers-12053',Laverie,
Emergence 93 - Accueil de jour Pass'R'Ailes,'https://soliguide.fr/fr/fiche/emergence-93-aubervilliers-12053',Activités diverses,
Emergence 93 - Accueil de jour Pass'R'Ailes,'https://soliguide.fr/fr/fiche/emergence-93-aubervilliers-12053',Accompagnement social,
Permanences de l'Association P2i à la Maison pour Tous du Champy,'https://soliguide.fr/fr/fiche/mediation-sociale-association-p2i-noisy-le-grand-12060',Conseil administratif,
Permanences de l'Association P2i à la Maison pour Tous du Champy,'https://soliguide.fr/fr/fiche/mediation-sociale-association-p2i-noisy-le-grand-12060',Écrivain public,
Association des Jeunes du Pavé Neuf Noisy-le-Grand (AJPN),'https://soliguide.fr/fr/fiche/association-des-jeunes-du-pave-neuf-ajpn-noisy-le-grand-12063',Permanence juridique,
Association des Jeunes du Pavé Neuf Noisy-le-Grand (AJPN),'https://soliguide.fr/fr/fiche/association-des-jeunes-du-pave-neuf-ajpn-noisy-le-grand-12063',Atelier cuisine,Atelier de cuisine
Association des Jeunes du Pavé Neuf Noisy-le-Grand (AJPN),'https://soliguide.fr/fr/fiche/association-des-jeunes-du-pave-neuf-ajpn-noisy-le-grand-12063',Colis alimentaire,Panier alimentaire
Association P2i,'https://soliguide.fr/fr/fiche/association-p2i-mediation-sociale-mairie-annexe-du-champy-noisy-le-grand-12073',Conseil administratif,
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Écrivain public,Conseil administratif
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Espace famille,Espace familles
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Activités diverses,Atelier de cuisine
Association De l'Autre Côté,'https://soliguide.fr/fr/fiche/association-de-autre-cote-aubervilliers-12112',Conseil administratif,Coffre-fort numérique
Association De l'Autre Côté,'https://soliguide.fr/fr/fiche/association-de-autre-cote-aubervilliers-12112',Colis alimentaire,Panier alimentaire
Association De l'Autre Côté,'https://soliguide.fr/fr/fiche/association-de-autre-cote-aubervilliers-12112',Permanence juridique,Conseil administratif
Association Danton Coeur,'https://soliguide.fr/fr/fiche/dantoncoeur-drancy-12114',Cours de français,
Association Danton Coeur,'https://soliguide.fr/fr/fiche/dantoncoeur-drancy-12114',Accompagnement à l'emploi,Accompagnement à l’emploi
Emmaüs Alternatives - Service RSA,'https://soliguide.fr/fr/fiche/emmaus-alternatives-service-rsa-montreuil-12117',Accompagnement social,Domiciliation
Collectif Aclefeu,'https://soliguide.fr/fr/fiche/collectif-ac-le-feu-clichy-sous-bois-12125',Colis alimentaire,Aucun service adapté
Centre Socioculturel Coopératif  Le 110,'https://soliguide.fr/fr/fiche/centre-socioculturel-cooperatif-le-100-saint-denis-12225',Accompagnement social,Conseil administratif
Centre Socioculturel Coopératif  Le 110,'https://soliguide.fr/fr/fiche/centre-socioculturel-cooperatif-le-100-saint-denis-12225',Accompagnement à l'emploi,Conseil administratif
PASS - Hôpital André Grégoire,'https://soliguide.fr/fr/fiche/accompagnement-medico-social-dedie-aux-personnes-precaires-hopital-de-montreuil-12540',Généraliste,
Mobil'douche - Saint Denis,'https://soliguide.fr/fr/fiche/mobil-douche-saint-denis-12922',Douche,
Mobil'douche - Saint Denis,'https://soliguide.fr/fr/fiche/mobil-douche-saint-denis-12922',Vêtements,Produits d'hygiène
Pro Emploi Interim - Seine Saint Denis - SIAE,'https://soliguide.fr/fr/fiche/pro-emploi-interim-sevran-13085',Insertion par l'activité économique,Accompagnement à l'emploi
Dressing  Solidaire en Ligne,'https://soliguide.fr/fr/fiche/dressing-solidaire-en-ligne-pantin-13589',Vêtements,Atelier numérique
Dressing  Solidaire en Ligne,'https://soliguide.fr/fr/fiche/dressing-solidaire-en-ligne-pantin-13589',Activités diverses,
Dressing  Solidaire en Ligne,'https://soliguide.fr/fr/fiche/dressing-solidaire-en-ligne-pantin-13589',Activités diverses,
Les Compagnons Bâtisseurs d'Epinay-sur-Seine,'https://soliguide.fr/fr/fiche/les-compagnons-batisseurs-epinay-sur-seine-14194',Insertion par l'activité économique,Insertion par l’Activité Économique
Les Compagnons Bâtisseurs d'Epinay-sur-Seine,'https://soliguide.fr/fr/fiche/les-compagnons-batisseurs-epinay-sur-seine-14194',Insertion par l'activité économique,Insertion par l’Activité Économique
Les Compagnons Bâtisseurs de Montreuil,'https://soliguide.fr/fr/fiche/les-compagnons-batisseurs-de-montreuil-14200',Insertion par l'activité économique,Insertion par l’Activité Économique
Les Compagnons Bâtisseurs de Montreuil,'https://soliguide.fr/fr/fiche/les-compagnons-batisseurs-de-montreuil-14200',Insertion par l'activité économique,Insertion par l’Activité Économique
Les Compagnons Bâtisseurs de Villepinte,'https://soliguide.fr/fr/fiche/les-compagnons-batisseurs-de-villepinte-14201',Insertion par l'activité économique,Insertion par l’Activité Économique
Les Compagnons Bâtisseurs de Villepinte,'https://soliguide.fr/fr/fiche/les-compagnons-batisseurs-de-villepinte-14201',Insertion par l'activité économique,Insertion par l’Activité Économique
Médiathèque Colette,'https://soliguide.fr/fr/fiche/mediatheque-colette-epinay-sur-seine-14210',Bibliothèque,
Médiathèque Albert Camus,'https://soliguide.fr/fr/fiche/mediatheque-albert-camus-epinay-sur-seine-14211',Bibliothèque,
Médiathèque Albert Camus,'https://soliguide.fr/fr/fiche/mediatheque-albert-camus-epinay-sur-seine-14211',Wifi, Bibliothèque
Médiathèque Jules Vallès,'https://soliguide.fr/fr/fiche/mediatheque-jules-valles-epinay-sur-seine-14212',Bibliothèque,
Médiathèque Jules Vallès,'https://soliguide.fr/fr/fiche/mediatheque-jules-valles-epinay-sur-seine-14212',Ordinateur,
Médiathèque John Lennon,'https://soliguide.fr/fr/fiche/mediatheque-john-lennon-la-courneuve-14213',Bibliothèque,
Médiathèque Flora Tristan,'https://soliguide.fr/fr/fiche/mediatheque-flora-tristan-pierrefitte-sur-seine-14214',Bibliothèque,
Médiathèque Centre-Ville Saint-Denis,'https://soliguide.fr/fr/fiche/mediatheque-centre-ville-saint-denis-14215',Bibliothèque,
Médiathèque Don Quichotte,'https://soliguide.fr/fr/fiche/mediatheque-don-quichotte-saint-denis-14216',Bibliothèque,
Médiathèque Gulliver,'https://soliguide.fr/fr/fiche/mediatheque-gulliver-saint-denis-14217',Bibliothèque,
Médiathèque Ulysse,'https://soliguide.fr/fr/fiche/mediatheque-ulysse-saint-denis-14219',Bibliothèque,
Médiathèque Persépolis,'https://soliguide.fr/fr/fiche/mediatheque-persepolis-saint-ouen-14229',Bibliothèque,
Médiathèque Persépolis,'https://soliguide.fr/fr/fiche/mediatheque-persepolis-saint-ouen-14229',Wifi,
Médiathèque Glarner,'https://soliguide.fr/fr/fiche/mediatheque-glarner-saint-ouen-14231',Bibliothèque,
Médiathèque Lucie Aubrac,'https://soliguide.fr/fr/fiche/mediatheque-lucie-aubrac-saint-ouen-14233',Bibliothèque,
Médiathèque du Temps Libre,'https://soliguide.fr/fr/fiche/mediatheque-du-temps-libre-stains-14234',Bibliothèque,
Médiathèque Louis Aragon,'https://soliguide.fr/fr/fiche/mediatheque-louis-aragon-stains-14235',Bibliothèque,
Aurore - Aubervilliers,'https://soliguide.fr/fr/fiche/domiciliation-aurore-93-aubervilliers-14769',Domiciliation,Aucun service adapté
360 Degrés Sud,'https://soliguide.fr/fr/fiche/repas-solidaire-antigaspi-360-sud-clichy-sous-bois-15597',Distribution de repas,Repas solidaire
Régie de quartier Les Rayons - Stains,'https://soliguide.fr/fr/fiche/regie-de-quartier-clos-saint-lazare-cite-jardin-stains-15636',Insertion par l'activité économique,Insertion par l’Activité Économique
Linkee - Université de Saint-Denis,'https://soliguide.fr/fr/fiche/linkee-universite-de-saint-denis-15642',Colis alimentaire,
Régie de quartier de Saint-Denis,'https://soliguide.fr/fr/fiche/regie-de-quartier-de-saint-denis-15644',Insertion par l'activité économique,
Régie de quartier du Blanc-Mesnil (EI),'https://soliguide.fr/fr/fiche/la-regie-de-quartier-de-blanc-mesnil-le-blanc-mesnil-15645',Insertion par l'activité économique,
Ressourcerie 2 mains,'https://soliguide.fr/fr/fiche/ressourcerie-2-mains-aulnay-sous-bois-15647',Insertion par l'activité économique,
IDEES INTERIM - Aulnay-sous-Bois,'https://soliguide.fr/fr/fiche/id-ees-interim-aulnay-sous-bois-15677',Insertion par l'activité économique,Insertion par l’Activité Économique
Services Perso,'https://soliguide.fr/fr/fiche/services-perso-saint-denis-15741',Insertion par l'activité économique,Insertion par l’Activité Économique
Secours Populaire - Comité de Saint-Denis,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-saint-denis-9846',Vêtements,Boutique Solidaire
Femmes ACTIVES,'https://soliguide.fr/fr/fiche/femmes-actives-saint-denis-16356',Insertion par l'activité économique,
ID'EES INTERIM- Clichy-sous-Bois,'https://soliguide.fr/fr/fiche/id-ees-interim-f-agence-de-clichy-sous-bois-16374',Insertion par l'activité économique,Insertion par l’Activité Économique
ID'EES INTERIM- Clichy-sous-Bois,'https://soliguide.fr/fr/fiche/id-ees-interim-f-agence-de-clichy-sous-bois-16374',Accompagnement social,Insertion par l’Activité Économique
ID'EES INTERIM- Clichy-sous-Bois,'https://soliguide.fr/fr/fiche/id-ees-interim-f-agence-de-clichy-sous-bois-16374',Accompagnement à l'emploi,Insertion par l’Activité Économique
IDEES INTERIM - Aulnay-sous-Bois,'https://soliguide.fr/fr/fiche/id-ees-interim-aulnay-sous-bois-15677',Accompagnement à l'emploi,Insertion par l’Activité Économique
IDEES INTERIM - Aulnay-sous-Bois,'https://soliguide.fr/fr/fiche/id-ees-interim-aulnay-sous-bois-15677',Accompagnement social,Panier alimentaire
Humando Insertion,'https://soliguide.fr/fr/fiche/humando-insertion-pantin-16406',Insertion par l'activité économique,
ACI Les saveurs de la passerelle,'https://soliguide.fr/fr/fiche/passerelle-pour-integration-et-l-insertion-noisy-le-grand-16594',Insertion par l'activité économique,
Self Intérim -  Bondy,'https://soliguide.fr/fr/fiche/self-interim-de-bondy-16657',Insertion par l'activité économique,
Self Intérim - Neuilly-sur-Marne,'https://soliguide.fr/fr/fiche/self-interim-de-neuilly-sur-marne-16660',Insertion par l'activité économique,
Lemon Tri,'https://soliguide.fr/fr/fiche/lemon-tri-pantin-16831',Insertion par l'activité économique,
Association Philotechnique de Saint-Denis,'https://soliguide.fr/fr/fiche/association-philotechnique-de-saint-denis-la-courneuve-16843',Cours de français,
Maison de quartier Marcel Paul,'https://soliguide.fr/fr/fiche/maison-de-quartier-marcel-paul-sevran-3043',Cours de français,
Atelier R-ARE,'https://soliguide.fr/fr/fiche/atelier-r-are-romainville-17925',Insertion par l'activité économique,
Femmes ACTIVES,'https://soliguide.fr/fr/fiche/femmes-actives-saint-denis-16356',Insertion par l'activité économique,
Secours Catholique d'Aulnay - cité de l'Europe,'https://soliguide.fr/fr/fiche/secours-catholique-aulnay-cite-de-europe-aulnay-sous-bois-3423',Permanence juridique,Conseil aux parents
Secours Catholique de Neuilly-sur-Marne,'https://soliguide.fr/fr/fiche/secours-catholique-de-neuilly-sur-marne-3432',Cours de français,
La Fabrique de Santé Madeleine Brès,'https://soliguide.fr/fr/fiche/la-fabrique-de-sante-madeleine-bres-aubervilliers-5158',Accompagnement social,Psychologie
Sol'eil - Solutions & Conseil en gestion de vie quotidienne,'https://soliguide.fr/fr/fiche/sol-eil-solutions-conseil-19101',Point d'information,Point d'information et d’orientation
Maison des services publics de Montfermeil,'https://soliguide.fr/fr/fiche/maison-des-services-publics-de-montfermeil-2772',Accompagnement social,Conseil administratif
Pimms Médiation Noisy-le-Grand,'https://soliguide.fr/fr/fiche/point-conseil-budget-20352',Conseil administratif,Accompagnement à l’emploi
Vous et Votre Projet (PCB 93),'https://soliguide.fr/fr/fiche/point-conseil-budget-saint-denis-20354',Conseil administratif,
"La Maison du droit et de la médiation ""Gisèle Halimi""",'https://soliguide.fr/fr/fiche/la-maison-du-droit-et-de-la-mediation-stains-2859',Conseil administratif,Accompagnement social
Wimoov - Pantin,'https://soliguide.fr/fr/fiche/wimoov-pantin-20613',Aide à la mobilité,
Ressourcerie 2 mains,'https://soliguide.fr/fr/fiche/ressourcerie-2-mains-aulnay-sous-bois-15647',Magasin solidaire,Boutique Solidaire
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Accompagnement à l'emploi,Accompagnement à l’emploi
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Espace famille,Activités diverses
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Accompagnement à l'emploi,Insertion par l’Activité Économique
Maison de quartier 100 Hoche,'https://soliguide.fr/fr/fiche/maison-de-quartier-100-hoche-montreuil-12084',Atelier numérique,
Bicyclo - La Maison du Vélo de Saint-Denis,'https://soliguide.fr/fr/fiche/bicyclo-de-saint-denis-21708',Aide à la mobilité,
L'Inutile Utile,'https://soliguide.fr/fr/fiche/l-inutile-utile-pierrefitte-sur-seine-10511',Activités diverses,
L'Inutile Utile,'https://soliguide.fr/fr/fiche/l-inutile-utile-pierrefitte-sur-seine-10511',Activités diverses,
L'Inutile Utile,'https://soliguide.fr/fr/fiche/l-inutile-utile-pierrefitte-sur-seine-10511',Atelier cuisine,Activités diverses
Salle de quartier Centre-ville,'https://soliguide.fr/fr/fiche/salle-de-quartier-cochennec-aubervilliers-5199',Permanence juridique,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-montreau-montreuil-4291',Fontaine à eau,
Centre Municipal de Santé (CMS) Simone Veil,'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-simone-veil-livry-gargan-8366',Ophtalmologie,
Centre Municipal de Santé (CMS) Simone Veil,'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-simone-veil-livry-gargan-8366',Oto-rhino-laryngologie,
Centre Municipal de Santé (CMS) Simone Veil,'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-simone-veil-livry-gargan-8366',Gynécologie,gynécologie
APES Edouard Vaillant,'https://soliguide.fr/fr/fiche/amicale-pour-entraide-et-la-solidarite-apes-drancy-3367',Activités diverses,
CAARUD PROSES Montreuil,'https://soliguide.fr/fr/fiche/caarud-proses-montreuil-137',Produits d'hygiène,Aucun service adapté
Bibliothèque Nelson Mandela,'https://soliguide.fr/fr/fiche/bibliotheque-romain-rolland-pantin-2905',Wifi,
Bibliothèque Nelson Mandela,'https://soliguide.fr/fr/fiche/bibliotheque-romain-rolland-pantin-2905',Prise,
Secours Catholique - Les Pavillons-sous-Bois,'https://soliguide.fr/fr/fiche/secours-catholique-les-pavillons-sous-bois-3439',Accompagnement social,
TAE - Travailler et Apprendre Ensemble,'https://soliguide.fr/fr/fiche/tae-travailler-et-apprendre-ensemble-23767',Magasin solidaire,Aucun service adapté
DOM'ASILE Permanence Droits Sociaux de Montreuil,'https://soliguide.fr/fr/fiche/dom-asile-permanence-droits-sociaux-de-montreuil-24266',Permanence juridique,
Linkee - Pantin,'https://soliguide.fr/fr/fiche/linkee-pantin-24807',Colis alimentaire,Accueil de jour
PASS de ville - CMS Henri Barbusse,'https://soliguide.fr/fr/fiche/pass-de-ville-de-saint-ouen-25132',Généraliste,
PASS de ville - CMS Henri Barbusse,'https://soliguide.fr/fr/fiche/pass-de-ville-de-saint-ouen-25132',Accompagnement social,Conseil administratif
Cultures du Coeur 93,'https://soliguide.fr/fr/fiche/cultures-du-coeur-95-copie-cergy-25194',Activités diverses,
Cultures du Coeur 93,'https://soliguide.fr/fr/fiche/cultures-du-coeur-95-copie-cergy-25194',Activités sportives,
CCAS de Villetaneuse,'https://soliguide.fr/fr/fiche/ccas-de-villetaneuse-5070',Conseil administratif,Conseil budget
Association familiale des gens du voyage dIle de France (AFGDVIF),'https://soliguide.fr/fr/fiche/association-familiale-des-gens-du-voyage-ile-de-france-afgdvif-aubervilliers-3121',Conseil administratif,Atelier numérique
Epiceas Epicerie Aubervilliers Solidarité - Réseau Andes,'https://soliguide.fr/fr/fiche/epiceas-epicerie-aubervilliers-solidarite-11582',Conseil administratif,
Centre social Mitry-Ambourget,'https://soliguide.fr/fr/fiche/centre-social-mitry-ambourget-aulnay-sous-bois-7713',Conseil administratif,Atelier numérique
Centre Social et Culturel Pablo Neruda,'https://soliguide.fr/fr/fiche/centre-social-et-culturel-pablo-neruda-bagnolet-2959',Atelier numérique,
Centre Social et Culturel Anne Frank,'https://soliguide.fr/fr/fiche/centre-social-et-culturel-anne-frank-bagnolet-2956',Conseil administratif,Point d'information et d’orientation
Caisse Allocations Familiales (CAF) - Bobigny,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-bobigny-25273',Conseil administratif,
Caisse Allocations Familiales (CAF) - Bobigny,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-bobigny-25273',Accompagnement social,
Caisse Allocations Familiales (CAF) - Bobigny,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-bobigny-25273',Ordinateur,
Caisse Allocations Familiales (CAF) - Aulnay sous Bois,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-bobigny-copie-25274',Conseil administratif,
Caisse Allocations Familiales (CAF) - Aulnay sous Bois,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-bobigny-copie-25274',Accompagnement social,
Caisse Allocations Familiales (CAF) - Aulnay sous Bois,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-bobigny-copie-25274',Ordinateur,
Caisse Allocations Familiales (CAF) - Noisy le Grand,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-aulnay-sous-bois-copie-25275',Conseil administratif,
Caisse Allocations Familiales (CAF) - Noisy le Grand,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-aulnay-sous-bois-copie-25275',Accompagnement social,
Caisse Allocations Familiales (CAF) - Noisy le Grand,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-aulnay-sous-bois-copie-25275',Ordinateur,
Caisse Allocations Familiales (CAF) - Rosny sous Bois,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-noisy-le-grand-copie-25276',Conseil administratif,
Caisse Allocations Familiales (CAF) - Rosny sous Bois,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-noisy-le-grand-copie-25276',Accompagnement social,
Caisse Allocations Familiales (CAF) - Rosny sous Bois,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-noisy-le-grand-copie-25276',Ordinateur,
Caisse Allocations Familiales (CAF) - Saint Denis,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-rosny-sous-bois-copie-25277',Conseil administratif,
Caisse Allocations Familiales (CAF) - Saint Denis,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-rosny-sous-bois-copie-25277',Accompagnement social,
Caisse Allocations Familiales (CAF) - Saint Denis,'https://soliguide.fr/fr/fiche/caisse-allocations-familiales-caf-rosny-sous-bois-copie-25277',Ordinateur,
Médiathèque Louis Aragon,'https://soliguide.fr/fr/fiche/mediatheque-louis-aragon-stains-14235',Wifi,
La Marmite,'https://soliguide.fr/fr/fiche/la-marmite-bondy-3116',Conseil administratif,Atelier numérique
ASTI - Association de Solidarité avec les Travailleurs Immigrés,'https://soliguide.fr/fr/fiche/asti-association-de-solidarite-avec-les-travailleurs-immigres-clichy-sous-bois-3753',Conseil administratif,Atelier numérique
CCAS de Montreuil,'https://soliguide.fr/fr/fiche/ccas-de-montreuil-sous-bois-5048',Accompagnement à l'emploi,Accompagnement à l’emploi
CCAS de Montreuil,'https://soliguide.fr/fr/fiche/ccas-de-montreuil-sous-bois-5048',Point d'information,Conseil administratif
Secours Catholique  de Rosny-sous-Bois,'https://soliguide.fr/fr/fiche/secours-catholique-de-rosny-sous-bois-3016',Magasin solidaire,Vêtements
Secours Catholique de Saint-Ouen,'https://soliguide.fr/fr/fiche/secours-catholique-de-saint-ouen-3421',Activités diverses,Accueil de jour
Secours Catholique - Les Pavillons-sous-Bois,'https://soliguide.fr/fr/fiche/secours-catholique-les-pavillons-sous-bois-3439',Activités diverses,Soutien scolaire
Secours Catholique de Montreuil,'https://soliguide.fr/fr/fiche/secours-catholique-de-montreuil-3074',Cours de français,
Le 6b,'https://soliguide.fr/fr/fiche/le-6b-25946',Activités diverses,Aucun service adapté
Association Germinal Seine Saint-Denis,'https://soliguide.fr/fr/fiche/germinal-paris-copie-26305',Insertion par l'activité économique,Insertion par l’Activité Économique
SBC Insertion 93,'https://soliguide.fr/fr/fiche/sbc-insertion-94-copie-ivry-sur-seine-26569',Insertion par l'activité économique,Accompagnement à l’emploi
Centre Municipal de Santé (CMS) La Plaine,'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-plaine-saint-denis-8220',Gynécologie,
Solienka,'https://soliguide.fr/fr/fiche/solienka-27538',Psychologie,
Solienka,'https://soliguide.fr/fr/fiche/solienka-27538',Conseil handicap,
Solienka,'https://soliguide.fr/fr/fiche/solienka-27538',Conseil aux parents,
Médiathèque Annie Ernaux,'https://soliguide.fr/fr/fiche/mediatheque-annie-ernaux-27671',Bibliothèque,
Médiathèque Annie Ernaux,'https://soliguide.fr/fr/fiche/mediatheque-annie-ernaux-27671',Ordinateur,Atelier numérique
Médiathèque Annie Ernaux,'https://soliguide.fr/fr/fiche/mediatheque-annie-ernaux-27671',Wifi,
Centre Social et Culturel les Coutures,'https://soliguide.fr/fr/fiche/centre-social-et-culturel-les-coutures-bagnolet-2977',Permanence juridique,Conseil administratif
Consultation prénatale de prévention pour les pères au Centre Municipal de Santé Savattero,'https://soliguide.fr/fr/fiche/partage-consultation-prenatale-pour-les-peres-au-centre-municipal-de-sante-savatterro-27775',Généraliste,
Consultation prénatale de prévention pour les pères au Centre Municipal de Santé Savattero,'https://soliguide.fr/fr/fiche/partage-consultation-prenatale-pour-les-peres-au-centre-municipal-de-sante-savatterro-27775',Accompagnement social,Ouverture des droits sociaux
Consultation prénatale de prévention pour les pères au CeGIDD de l'hôpital André Grégoire,'https://soliguide.fr/fr/fiche/partage-consultation-prenatale-pour-les-peres-au-cegidd-de-lhopital-andre-gregoire-27776',Généraliste,
Consultation prénatale de prévention pour les pères au CeGIDD de l'hôpital André Grégoire,'https://soliguide.fr/fr/fiche/partage-consultation-prenatale-pour-les-peres-au-cegidd-de-lhopital-andre-gregoire-27776',Accompagnement social,Ouverture des droits sociaux
"Epicerie solidaire ""Un Panier pour tous""",'https://soliguide.fr/fr/fiche/epicerie-solidaire-un-panier-pour-tous-gagny-11587',Vêtements,Aucun service adapté
Consultation prénatale de prévention pour les pères au CeGIDD de l'hôpital André Grégoire,'https://soliguide.fr/fr/fiche/partage-consultation-prenatale-pour-les-peres-au-cegidd-de-lhopital-andre-gregoire-27776',Dépistage,
