place_name,new_description
PMI Rougemont,"La PMI Rougemont est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI des Découvertes,"La PMI des Découvertes est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à planifier sa famille et des consultations pour parler de ses sentiments. Des visites à domicile sont également possibles. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections et les relations amoureuses lors d'une consultation avec un médecin. Le centre est ouvert à tous, gratuitement, même si vous n'avez pas d'assurance maladie."
PMI Émile Connoy,"La PMI Émile Connoy est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant. Des visites à domicile sont également possibles. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations amoureuses et familiales lors d'une consultation avec un médecin ou un conseiller. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Sycomores,"La PMI Sycomores est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Saint-Denis,"La PMI Saint-Denis est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des puéricultrices. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un conseiller. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Gallieni,"La PMI Gallieni est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Vous pouvez également poser des questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille. Le centre est ouvert à tous, gratuit et accessible même sans couverture sociale. Des visites à domicile sont également possibles."
PMI Semard,"La PMI Semard est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant. Des visites à domicile sont également possibles. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Henri-Barbusse,"La PMI Henri-Barbusse est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Crétier,"La PMI Crétier est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Les Beaudottes,"La PMI (Protection Maternelle et Infantile) Les Beaudottes est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour aider les parents à éduquer leurs enfants et des consultations pour les aider à gérer les difficultés. Des visites à domicile sont également possibles. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Les Érables,"La PMI Les Érables est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Calmanovic,"La PMI Calmanovic est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Champy-Richardets,"La PMI Champy-Richardets est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour aider les parents à éduquer leurs enfants et des consultations pour les problèmes psychologiques. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Londeau,"La PMI Londeau est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à rester en bonne santé. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Gallieni,"La PMI Gallieni est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Vous pouvez également poser des questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales. Le centre est ouvert à tous, gratuit et accessible même sans assurance maladie. Il propose des visites à domicile et des activités collectives pour les parents et les enfants."
PMI Quatre Chemins,"La PMI Quatre Chemins est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Cornet,"La PMI Cornet est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Courtillères,"La PMI Courtillères est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections, l'avortement, les relations de couple et de famille lors d'une consultation avec un médecin ou un conseiller. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Joncherolles,"La PMI Joncherolles est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Veuve Aublet,"La PMI Veuve Aublet est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être organisées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations de couple et de famille lors d'une consultation avec un médecin ou un conseiller. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Général Leclerc,"La PMI Général Leclerc est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Vous pouvez également poser des questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales. Le centre est ouvert à tous, gratuitement, même si vous n'avez pas d'assurance maladie. Des visites à domicile sont également possibles."
PMI Marnaudes,"La PMI Marnaudes est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI les Moulins,"La PMI (Protection Maternelle et Infantile) les Moulins est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour aider les parents à éduquer leurs enfants et à planifier leur famille. Vous pouvez également rencontrer un psychologue, une psychomotricienne ou participer à des activités avec d'autres parents et enfants. Des visites à domicile sont possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse ou les relations dans le couple et la famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Plaine,"La PMI Plaine est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant, ainsi que des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Barbusse,"La PMI Barbusse est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des spécialistes du développement de l'enfant. Des visites à domicile sont également possibles. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un conseiller. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Aristide Briand,"La PMI Aristide Briand est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile peuvent également être proposées. Vous pouvez poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous et est gratuit, même si vous n'avez pas d'assurance maladie."
PMI Moulin Neuf,"La PMI Moulin Neuf est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Vous pouvez également poser des questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales. Le centre est ouvert à tous, gratuit et accessible même sans assurance maladie. Des visites à domicile sont également possibles."
PMI Clos Saint-Lazare,"La PMI Clos Saint-Lazare est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Vous pouvez également poser des questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales. Le centre est ouvert à tous, gratuit et accessible même sans assurance maladie. Des visites à domicile sont également possibles."
PMI Saint-Louis,"La PMI Saint-Louis est un centre qui aide les mères et les enfants de moins de 6 ans. Elle accompagne les jeunes parents et les femmes enceintes pour les aider à rester en bonne santé. La PMI propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales lors d'une consultation avec un médecin ou en parlant avec une conseillère. La PMI Saint-Louis est ouverte à tous, gratuitement, même si vous n'avez pas d'assurance maladie."
PMI Ampère,"La PMI Ampère est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Paul Langevin,"La PMI Paul Langevin est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à rester en bonne santé. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations avec des psychologues et des puéricultrices. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. Le centre est ouvert à tous, gratuit, avec ou sans assurance maladie."
PMI Étienne Fajon,"La PMI Étienne Fajon est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour aider les parents à éduquer leurs enfants et à planifier leur famille. Vous pouvez également rencontrer un psychologue ou une psychomotricienne pour discuter de vos préoccupations. Des visites à domicile sont possibles. Le centre répond à toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille. La PMI Étienne Fajon est ouverte à tous, gratuitement, avec ou sans assurance maladie."
PMI Salvador Allende,"La PMI Salvador Allende est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à planifier sa famille et des consultations pour les problèmes psychologiques. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations amoureuses et familiales lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, même sans assurance maladie."
PMI Jean Jaurès,"La PMI Jean Jaurès est un centre qui aide les mères et les enfants de moins de 6 ans. Nous accompagnons les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Nous proposons des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à être parent, des consultations avec des psychologues et des puéricultrices. Nous faisons aussi des visites à domicile pour aider les familles. Vous pouvez nous poser des questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations dans le couple et la famille. Notre centre est ouvert à tous, gratuitement, même si vous n'avez pas d'assurance maladie. Nous sommes là pour vous aider et vous soutenir."
PMI Saint-Claude,"La PMI Saint-Claude est un centre qui aide les mères et les enfants de moins de 6 ans. Elle accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. La PMI propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour aider les parents à éduquer leurs enfants et des consultations pour les aider à gérer les difficultés. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'avortement, les relations de couple et de famille lors d'une consultation avec un médecin ou un entretien avec une conseillère. La PMI est ouverte à tous, gratuitement, avec ou sans assurance maladie."
Salle de quartier Maladrerie Émile Dubois,La Salle de quartier Maladrerie Émile Dubois propose des services pour aider les gens. Il y a une assistante sociale qui reçoit les gens pour les aider. Il y a aussi des cours pour apprendre le français et l'anglais.
Antenne du CeGIDD départemental à Aulnay-sous-Bois,"L'antenne du CeGIDD à Aulnay-sous-Bois aide à prévenir et à détecter le VIH et les infections sexuellement transmissibles. Elle propose également une introduction à la PrEP, une méthode pour prévenir le VIH, sur rendez-vous. Pour plus d'informations, vous pouvez visiter le site internet de Sida Info Service."
Maison de quartier des Quatre-Chemins - antenne Diderot,"La Maison de quartier des Quatre-Chemins - antenne Diderot est un lieu où les gens du quartier peuvent se rencontrer et partager des activités. C'est un endroit ouvert à tous, où l'on favorise l'échange et la solidarité. La Maison de quartier propose de nombreuses activités à petit prix, en fonction de vos revenus. Vous pouvez vous inscrire pour participer à ces activités. Il y a aussi des permanences gratuites, comme un écrivain public, où vous pouvez vous rendre sans inscription."
Maternité de l'hôpital André Grégoire,"Le service de gynécologie-obstétrique de l'Hôpital de Montreuil offre plusieurs services. Il y a des urgences pour les problèmes de gynécologie et de maternité. Il y a aussi des consultations pour les femmes enceintes et pour les problèmes de gynécologie. Un centre de planification familiale est ouvert du lundi au vendredi de 9h à 12h30 et de 13h30 à 16h30 au 1er étage du bâtiment Lamaze. Ce centre propose des services comme les demandes d'IVG, les tests urinaires de grossesse et la demande de contraception."
PMI Croix Rouge - Vaujours,"La PMI Croix Rouge est un centre qui aide les mères et les enfants de moins de 6 ans. Elle accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. La PMI propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. La PMI est ouverte à tous, gratuitement, même sans assurance maladie."
Permanence d'accès aux droits LDH-RESF - le Pré-Gentil,"Le Réseau Education sans Frontières aide les enfants, les familles et les adultes qui n'ont pas de papiers en règle. Il informe et soutient ceux qui étudient, travaillent et vivent ici sans autorisation de séjour, pour les aider à régulariser leur situation. Il organise également un réseau de solidarité pour ceux qui risquent d'être expulsés. Pour contacter le Réseau, il faut prendre rendez-vous en envoyant un SMS au 06 89 97 64 57."
Maison de l'emploi de Bagnolet,La Maison de l'emploi de Bagnolet aide les personnes qui cherchent un travail ou une formation. Elle les informe et les accompagne pour trouver un emploi ou changer de métier. Elle propose des services adaptés à chaque personne et travaille avec des professionnels pour les aider.
Maison de l'emploi de Noisy-le-Sec,"La Maison de l'emploi de Noisy-le-Sec aide les personnes qui cherchent un travail ou une formation. Elle aide aussi les salariés qui veulent changer de projet professionnel. Elle propose des services adaptés à chaque personne en travaillant avec des experts. Vous pouvez avoir accès à : des conseils et ateliers pratiques, des ateliers de recrutement avec des employeurs, de l'aide pour faire un CV et une lettre de motivation, une préparation pour les entretiens d'embauche, la recherche de formation et de contrat en alternance, des réunions d'information sur les métiers."
Centre socioculturel Clara Zetkin,"Le Centre Socioculturel est un lieu ouvert à tous, où les gens peuvent se rencontrer et faire des activités ensemble. Il propose des services et des animations pour aider les gens et favoriser les liens entre les générations. C'est un endroit où les gens peuvent se retrouver, échanger des idées et développer des projets ensemble. Le centre prend en compte les besoins et les idées des habitants et favorise la création d'associations. Il travaille avec d'autres organisations pour trouver des solutions innovantes aux problèmes sociaux et renforcer les partenariats."
Maison de Quartier du Landy,"La Maison de Quartier du Landy est un endroit où tout le monde est bienvenu, quel que soit son âge, sa culture ou ses origines, dans un esprit de respect et de tolérance."
Maison de Quartier Pasteur,"La Maison de Quartier Pasteur est un endroit où tout le monde est bienvenu, quel que soit son âge, sa culture ou ses origines. Elle offre un accueil respectueux et tolérant. Vous pouvez y trouver des permanences pour obtenir des informations sur vos droits, mais aussi des activités sportives et de loisirs pour vous divertir."
Centre Municipal de Santé Bauer,"Le Centre Municipal de Santé Bauer regroupe de nombreux professionnels de santé pour prendre soin de vous de manière globale. Vous pouvez y consulter des médecins généralistes ou spécialistes, recevoir des soins infirmiers ou paramédicaux, faire des prélèvements, etc. Ce centre est ouvert à tous, même à ceux qui ont des difficultés financières. Vous n'aurez pas à payer d'avance, car le centre prend en charge les frais. N'oubliez pas de prendre votre carte vitale ou votre attestation de sécurité sociale lors de votre visite."
Centre Municipal de Santé (CMS) Rue Saint-Denis,"Le Centre Municipal de Santé Saint-Denis est un lieu où de nombreux professionnels de santé travaillent ensemble. Ils offrent des consultations pour adultes et enfants, des soins infirmiers et des prélèvements. Tout le monde peut venir, même si vous n'avez pas beaucoup d'argent. Vous n'aurez pas à payer sur place, car le centre prend en charge les frais avec votre carte vitale ou attestation de sécurité sociale. Vous pouvez prendre rendez-vous en ligne sur Doctolib pour faciliter votre visite."
Centre Social Louise Michel,"Le Centre Social Louise Michel est un lieu ouvert à tous. Il aide les habitants à réaliser leurs projets et à faciliter leur vie quotidienne. Il propose des cours de français, des permanences pour aider les gens avec des problèmes sociaux ou juridiques, et des activités pour se détendre et s'amuser."
Maison de quartier Balavoine,"La Maison de quartier et de la citoyenneté Balavoine offre un espace d'accueil, des services pratiques et des activités diverses, tout cela grâce à la participation active des habitants et des associations locales."
Maison de quartier Brassens - France Services,"La Maison de quartier et de la citoyenneté Brassens offre un espace d'accueil, des services pratiques et des activités diverses, tout cela grâce à la participation active des habitants et des associations locales."
